,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
7858,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Youtube', 'Backup'})","frozenset({'Mercado Livre', 'Android'})",0.28125,0.75,0.25,0.8888888888888888,1.1851851851851851,0.0390625,2.249999999999999
7859,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre', 'Google Play', 'Youtube'})","frozenset({'Android', 'Backup'})",0.25,0.71875,0.25,1.0,1.391304347826087,0.0703125,inf
7860,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Android', 'Backup'})","frozenset({'Mercado Livre', 'Youtube'})",0.28125,0.71875,0.25,0.8888888888888888,1.2367149758454106,0.0478515625,2.5312499999999987
7861,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre', 'Google Play', 'Android'})","frozenset({'Youtube', 'Backup'})",0.25,0.78125,0.25,1.0,1.28,0.0546875,inf
7862,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre', 'Google Play', 'Backup'})","frozenset({'Youtube', 'Android'})",0.28125,0.8125,0.25,0.8888888888888888,1.094017094017094,0.021484375,1.6874999999999993
7863,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Youtube'})","frozenset({'Mercado Livre', 'Android', 'Backup'})",0.28125,0.59375,0.25,0.8888888888888888,1.4970760233918128,0.0830078125,3.6562499999999982
7864,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Android'})","frozenset({'Mercado Livre', 'Youtube', 'Backup'})",0.28125,0.59375,0.25,0.8888888888888888,1.4970760233918128,0.0830078125,3.6562499999999982
7865,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Backup'})","frozenset({'Mercado Livre', 'Youtube', 'Android'})",0.3125,0.6875,0.25,0.8,1.1636363636363638,0.03515625,1.5625000000000004
7866,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre', 'Google Play'})","frozenset({'Youtube', 'Android', 'Backup'})",0.28125,0.6875,0.25,0.8888888888888888,1.2929292929292928,0.056640625,2.8124999999999987
7867,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play'})","frozenset({'Mercado Livre', 'Youtube', 'Android', 'Backup'})",0.3125,0.5625,0.25,0.8,1.4222222222222223,0.07421875,2.1875000000000004
7868,"frozenset({'Google Play', 'Compras', 'Android', 'Eletroeletrônicos / Eletrodomésticos', 'Banco'})",frozenset({'Mercado Livre'}),0.21875,0.8125,0.21875,1.0,1.2307692307692308,0.041015625,inf
7869,"frozenset({'Google Play', 'Compras', 'Eletroeletrônicos / Eletrodomésticos', 'Banco', 'Mercado Livre'})",frozenset({'Android'}),0.25,0.875,0.21875,0.875,1.0,0.0,1.0
7870,"frozenset({'Google Play', 'Compras', 'Android', 'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre'})",frozenset({'Banco'}),0.25,0.875,0.21875,0.875,1.0,0.0,1.0
7871,"frozenset({'Google Play', 'Android', 'Eletroeletrônicos / Eletrodomésticos', 'Banco', 'Mercado Livre'})",frozenset({'Compras'}),0.21875,0.9375,0.21875,1.0,1.0666666666666667,0.013671875,inf
7872,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Banco', 'Google Play', 'Compras'})","frozenset({'Mercado Livre', 'Android'})",0.25,0.75,0.21875,0.875,1.1666666666666667,0.03125,2.0
7873,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Android', 'Compras'})","frozenset({'Banco', 'Mercado Livre'})",0.25,0.6875,0.21875,0.875,1.2727272727272727,0.046875,2.5
7874,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Banco', 'Google Play', 'Android'})","frozenset({'Mercado Livre', 'Compras'})",0.25,0.78125,0.21875,0.875,1.12,0.0234375,1.75
7875,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Banco', 'Google Play', 'Mercado Livre'})","frozenset({'Android', 'Compras'})",0.25,0.84375,0.21875,0.875,1.037037037037037,0.0078125,1.25
7876,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre', 'Google Play', 'Android'})","frozenset({'Banco', 'Compras'})",0.25,0.8125,0.21875,0.875,1.0769230769230769,0.015625,1.5
7877,"frozenset({'Google Play', 'Youtube', 'Android', 'Eletroeletrônicos / Eletrodomésticos', 'Banco'})",frozenset({'Mercado Livre'}),0.25,0.8125,0.21875,0.875,1.0769230769230769,0.015625,1.5
7878,"frozenset({'Google Play', 'Youtube', 'Eletroeletrônicos / Eletrodomésticos', 'Banco', 'Mercado Livre'})",frozenset({'Android'}),0.21875,0.875,0.21875,1.0,1.1428571428571428,0.02734375,inf
7879,"frozenset({'Google Play', 'Android', 'Eletroeletrônicos / Eletrodomésticos', 'Banco', 'Mercado Livre'})",frozenset({'Youtube'}),0.21875,0.90625,0.21875,1.0,1.103448275862069,0.0205078125,inf
7880,"frozenset({'Google Play', 'Youtube', 'Android', 'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre'})",frozenset({'Banco'}),0.25,0.875,0.21875,0.875,1.0,0.0,1.0
7881,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Banco', 'Google Play', 'Youtube'})","frozenset({'Mercado Livre', 'Android'})",0.25,0.75,0.21875,0.875,1.1666666666666667,0.03125,2.0
7882,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Banco', 'Google Play', 'Android'})","frozenset({'Mercado Livre', 'Youtube'})",0.25,0.71875,0.21875,0.875,1.2173913043478262,0.0390625,2.25
7883,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Banco', 'Google Play', 'Mercado Livre'})","frozenset({'Youtube', 'Android'})",0.25,0.8125,0.21875,0.875,1.0769230769230769,0.015625,1.5
7884,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre', 'Google Play', 'Youtube'})","frozenset({'Banco', 'Android'})",0.25,0.75,0.21875,0.875,1.1666666666666667,0.03125,2.0
7885,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre', 'Google Play', 'Android'})","frozenset({'Banco', 'Youtube'})",0.25,0.78125,0.21875,0.875,1.12,0.0234375,1.75
7886,"frozenset({'Google Play', 'Compras', 'Youtube', 'Android', 'Eletroeletrônicos / Eletrodomésticos'})",frozenset({'Mercado Livre'}),0.25,0.8125,0.25,1.0,1.2307692307692308,0.046875,inf
7887,"frozenset({'Google Play', 'Compras', 'Youtube', 'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre'})",frozenset({'Android'}),0.25,0.875,0.25,1.0,1.1428571428571428,0.03125,inf
7888,"frozenset({'Google Play', 'Compras', 'Android', 'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre'})",frozenset({'Youtube'}),0.25,0.90625,0.25,1.0,1.103448275862069,0.0234375,inf
7889,"frozenset({'Google Play', 'Youtube', 'Android', 'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre'})",frozenset({'Compras'}),0.25,0.9375,0.25,1.0,1.0666666666666667,0.015625,inf
7890,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Youtube', 'Compras'})","frozenset({'Mercado Livre', 'Android'})",0.25,0.75,0.25,1.0,1.3333333333333333,0.0625,inf
7891,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Android', 'Compras'})","frozenset({'Mercado Livre', 'Youtube'})",0.25,0.71875,0.25,1.0,1.391304347826087,0.0703125,inf
7892,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre', 'Google Play', 'Compras'})","frozenset({'Youtube', 'Android'})",0.28125,0.8125,0.25,0.8888888888888888,1.094017094017094,0.021484375,1.6874999999999993
7893,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Youtube', 'Android'})","frozenset({'Mercado Livre', 'Compras'})",0.28125,0.78125,0.25,0.8888888888888888,1.1377777777777778,0.0302734375,1.9687499999999991
7894,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre', 'Google Play', 'Youtube'})","frozenset({'Android', 'Compras'})",0.25,0.84375,0.25,1.0,1.1851851851851851,0.0390625,inf
7895,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre', 'Google Play', 'Android'})","frozenset({'Youtube', 'Compras'})",0.25,0.84375,0.25,1.0,1.1851851851851851,0.0390625,inf
7896,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Compras'})","frozenset({'Mercado Livre', 'Youtube', 'Android'})",0.28125,0.6875,0.25,0.8888888888888888,1.2929292929292928,0.056640625,2.8124999999999987
7897,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Youtube'})","frozenset({'Mercado Livre', 'Android', 'Compras'})",0.28125,0.75,0.25,0.8888888888888888,1.1851851851851851,0.0390625,2.249999999999999
7898,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Android'})","frozenset({'Mercado Livre', 'Youtube', 'Compras'})",0.28125,0.6875,0.25,0.8888888888888888,1.2929292929292928,0.056640625,2.8124999999999987
7899,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre', 'Google Play'})","frozenset({'Youtube', 'Android', 'Compras'})",0.28125,0.78125,0.25,0.8888888888888888,1.1377777777777778,0.0302734375,1.9687499999999991
7900,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play'})","frozenset({'Mercado Livre', 'Youtube', 'Android', 'Compras'})",0.3125,0.6875,0.25,0.8,1.1636363636363638,0.03515625,1.5625000000000004
7901,"frozenset({'Google Play', 'Netflix', 'Youtube', 'Android', 'Eletroeletrônicos / Eletrodomésticos'})",frozenset({'Backup'}),0.21875,0.84375,0.21875,1.0,1.1851851851851851,0.0341796875,inf
7902,"frozenset({'Google Play', 'Netflix', 'Youtube', 'Backup', 'Eletroeletrônicos / Eletrodomésticos'})",frozenset({'Android'}),0.21875,0.875,0.21875,1.0,1.1428571428571428,0.02734375,inf
7903,"frozenset({'Google Play', 'Netflix', 'Android', 'Backup', 'Eletroeletrônicos / Eletrodomésticos'})",frozenset({'Youtube'}),0.21875,0.90625,0.21875,1.0,1.103448275862069,0.0205078125,inf
7904,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Netflix', 'Youtube'})","frozenset({'Android', 'Backup'})",0.21875,0.71875,0.21875,1.0,1.391304347826087,0.0615234375,inf
7905,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Netflix', 'Android'})","frozenset({'Youtube', 'Backup'})",0.21875,0.78125,0.21875,1.0,1.28,0.0478515625,inf
7906,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Netflix', 'Backup'})","frozenset({'Youtube', 'Android'})",0.25,0.8125,0.21875,0.875,1.0769230769230769,0.015625,1.5
7907,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Netflix'})","frozenset({'Youtube', 'Android', 'Backup'})",0.25,0.6875,0.21875,0.875,1.2727272727272727,0.046875,2.5
7908,"frozenset({'Google Play', 'Compras', 'Android', 'Backup', 'Eletroeletrônicos / Eletrodomésticos'})",frozenset({'Banco'}),0.25,0.875,0.21875,0.875,1.0,0.0,1.0
7909,"frozenset({'Google Play', 'Compras', 'Android', 'Eletroeletrônicos / Eletrodomésticos', 'Banco'})",frozenset({'Backup'}),0.21875,0.84375,0.21875,1.0,1.1851851851851851,0.0341796875,inf
7910,"frozenset({'Google Play', 'Compras', 'Backup', 'Eletroeletrônicos / Eletrodomésticos', 'Banco'})",frozenset({'Android'}),0.25,0.875,0.21875,0.875,1.0,0.0,1.0
7911,"frozenset({'Google Play', 'Android', 'Backup', 'Eletroeletrônicos / Eletrodomésticos', 'Banco'})",frozenset({'Compras'}),0.25,0.9375,0.21875,0.875,0.9333333333333333,-0.015625,0.5
7912,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Android', 'Compras'})","frozenset({'Banco', 'Backup'})",0.25,0.75,0.21875,0.875,1.1666666666666667,0.03125,2.0
7913,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Banco', 'Google Play', 'Compras'})","frozenset({'Android', 'Backup'})",0.25,0.71875,0.21875,0.875,1.2173913043478262,0.0390625,2.25
7914,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Banco', 'Google Play', 'Android'})","frozenset({'Backup', 'Compras'})",0.25,0.78125,0.21875,0.875,1.12,0.0234375,1.75
7915,"frozenset({'Google Play', 'Youtube', 'Android', 'Backup', 'Eletroeletrônicos / Eletrodomésticos'})",frozenset({'Banco'}),0.28125,0.875,0.25,0.8888888888888888,1.0158730158730158,0.00390625,1.1249999999999996
7916,"frozenset({'Google Play', 'Youtube', 'Android', 'Eletroeletrônicos / Eletrodomésticos', 'Banco'})",frozenset({'Backup'}),0.25,0.84375,0.25,1.0,1.1851851851851851,0.0390625,inf
7917,"frozenset({'Google Play', 'Youtube', 'Backup', 'Eletroeletrônicos / Eletrodomésticos', 'Banco'})",frozenset({'Android'}),0.25,0.875,0.25,1.0,1.1428571428571428,0.03125,inf
7918,"frozenset({'Google Play', 'Android', 'Backup', 'Eletroeletrônicos / Eletrodomésticos', 'Banco'})",frozenset({'Youtube'}),0.25,0.90625,0.25,1.0,1.103448275862069,0.0234375,inf
7919,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Youtube', 'Android'})","frozenset({'Banco', 'Backup'})",0.28125,0.75,0.25,0.8888888888888888,1.1851851851851851,0.0390625,2.249999999999999
7920,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Youtube', 'Backup'})","frozenset({'Banco', 'Android'})",0.28125,0.75,0.25,0.8888888888888888,1.1851851851851851,0.0390625,2.249999999999999
7921,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Banco', 'Google Play', 'Youtube'})","frozenset({'Android', 'Backup'})",0.25,0.71875,0.25,1.0,1.391304347826087,0.0703125,inf
7922,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Android', 'Backup'})","frozenset({'Banco', 'Youtube'})",0.28125,0.78125,0.25,0.8888888888888888,1.1377777777777778,0.0302734375,1.9687499999999991
7923,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Banco', 'Google Play', 'Android'})","frozenset({'Youtube', 'Backup'})",0.25,0.78125,0.25,1.0,1.28,0.0546875,inf
7924,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Banco', 'Google Play', 'Backup'})","frozenset({'Youtube', 'Android'})",0.28125,0.8125,0.25,0.8888888888888888,1.094017094017094,0.021484375,1.6874999999999993
7925,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Youtube'})","frozenset({'Banco', 'Android', 'Backup'})",0.28125,0.625,0.25,0.8888888888888888,1.422222222222222,0.07421875,3.3749999999999987
7926,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Android'})","frozenset({'Banco', 'Youtube', 'Backup'})",0.28125,0.6875,0.25,0.8888888888888888,1.2929292929292928,0.056640625,2.8124999999999987
7927,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Backup'})","frozenset({'Banco', 'Youtube', 'Android'})",0.3125,0.6875,0.25,0.8,1.1636363636363638,0.03515625,1.5625000000000004
7928,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Banco', 'Google Play'})","frozenset({'Youtube', 'Android', 'Backup'})",0.28125,0.6875,0.25,0.8888888888888888,1.2929292929292928,0.056640625,2.8124999999999987
7929,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play'})","frozenset({'Banco', 'Youtube', 'Android', 'Backup'})",0.3125,0.59375,0.25,0.8,1.3473684210526315,0.064453125,2.0312500000000004
7930,"frozenset({'Google Play', 'Compras', 'Youtube', 'Android', 'Eletroeletrônicos / Eletrodomésticos'})",frozenset({'Backup'}),0.25,0.84375,0.25,1.0,1.1851851851851851,0.0390625,inf
7931,"frozenset({'Google Play', 'Compras', 'Youtube', 'Backup', 'Eletroeletrônicos / Eletrodomésticos'})",frozenset({'Android'}),0.25,0.875,0.25,1.0,1.1428571428571428,0.03125,inf
7932,"frozenset({'Google Play', 'Compras', 'Android', 'Backup', 'Eletroeletrônicos / Eletrodomésticos'})",frozenset({'Youtube'}),0.25,0.90625,0.25,1.0,1.103448275862069,0.0234375,inf
7933,"frozenset({'Google Play', 'Youtube', 'Android', 'Backup', 'Eletroeletrônicos / Eletrodomésticos'})",frozenset({'Compras'}),0.28125,0.9375,0.25,0.8888888888888888,0.9481481481481481,-0.013671875,0.5624999999999998
7934,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Youtube', 'Compras'})","frozenset({'Android', 'Backup'})",0.25,0.71875,0.25,1.0,1.391304347826087,0.0703125,inf
7935,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Android', 'Compras'})","frozenset({'Youtube', 'Backup'})",0.25,0.78125,0.25,1.0,1.28,0.0546875,inf
7936,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Backup', 'Compras'})","frozenset({'Youtube', 'Android'})",0.28125,0.8125,0.25,0.8888888888888888,1.094017094017094,0.021484375,1.6874999999999993
7937,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Youtube', 'Android'})","frozenset({'Backup', 'Compras'})",0.28125,0.78125,0.25,0.8888888888888888,1.1377777777777778,0.0302734375,1.9687499999999991
7938,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Youtube', 'Backup'})","frozenset({'Android', 'Compras'})",0.28125,0.84375,0.25,0.8888888888888888,1.0534979423868311,0.0126953125,1.4062499999999993
7939,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Android', 'Backup'})","frozenset({'Youtube', 'Compras'})",0.28125,0.84375,0.25,0.8888888888888888,1.0534979423868311,0.0126953125,1.4062499999999993
7940,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Compras'})","frozenset({'Youtube', 'Android', 'Backup'})",0.28125,0.6875,0.25,0.8888888888888888,1.2929292929292928,0.056640625,2.8124999999999987
7941,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Youtube'})","frozenset({'Backup', 'Android', 'Compras'})",0.28125,0.6875,0.25,0.8888888888888888,1.2929292929292928,0.056640625,2.8124999999999987
7942,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Android'})","frozenset({'Backup', 'Youtube', 'Compras'})",0.28125,0.71875,0.25,0.8888888888888888,1.2367149758454106,0.0478515625,2.5312499999999987
7943,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Backup'})","frozenset({'Youtube', 'Android', 'Compras'})",0.3125,0.78125,0.25,0.8,1.024,0.005859375,1.0937500000000002
7944,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play'})","frozenset({'Backup', 'Youtube', 'Android', 'Compras'})",0.3125,0.65625,0.25,0.8,1.2190476190476192,0.044921875,1.7187500000000004
7945,"frozenset({'Google Play', 'Compras', 'Youtube', 'Android', 'Eletroeletrônicos / Eletrodomésticos'})",frozenset({'Banco'}),0.25,0.875,0.21875,0.875,1.0,0.0,1.0
7946,"frozenset({'Google Play', 'Compras', 'Youtube', 'Eletroeletrônicos / Eletrodomésticos', 'Banco'})",frozenset({'Android'}),0.21875,0.875,0.21875,1.0,1.1428571428571428,0.02734375,inf
7947,"frozenset({'Google Play', 'Compras', 'Android', 'Eletroeletrônicos / Eletrodomésticos', 'Banco'})",frozenset({'Youtube'}),0.21875,0.90625,0.21875,1.0,1.103448275862069,0.0205078125,inf
7948,"frozenset({'Google Play', 'Youtube', 'Android', 'Eletroeletrônicos / Eletrodomésticos', 'Banco'})",frozenset({'Compras'}),0.25,0.9375,0.21875,0.875,0.9333333333333333,-0.015625,0.5
7949,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Youtube', 'Compras'})","frozenset({'Banco', 'Android'})",0.25,0.75,0.21875,0.875,1.1666666666666667,0.03125,2.0
7950,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Google Play', 'Android', 'Compras'})","frozenset({'Banco', 'Youtube'})",0.25,0.78125,0.21875,0.875,1.12,0.0234375,1.75
7951,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Banco', 'Google Play', 'Compras'})","frozenset({'Youtube', 'Android'})",0.25,0.8125,0.21875,0.875,1.0769230769230769,0.015625,1.5
7952,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Banco', 'Google Play', 'Youtube'})","frozenset({'Android', 'Compras'})",0.25,0.84375,0.21875,0.875,1.037037037037037,0.0078125,1.25
7953,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Banco', 'Google Play', 'Android'})","frozenset({'Youtube', 'Compras'})",0.25,0.84375,0.21875,0.875,1.037037037037037,0.0078125,1.25
7954,"frozenset({'Instagram', 'Compras', 'Android', 'Backup', 'Eletroeletrônicos / Eletrodomésticos'})",frozenset({'Mercado Livre'}),0.21875,0.8125,0.21875,1.0,1.2307692307692308,0.041015625,inf
7955,"frozenset({'Instagram', 'Compras', 'Android', 'Backup', 'Mercado Livre'})",frozenset({'Eletroeletrônicos / Eletrodomésticos'}),0.25,0.5625,0.21875,0.875,1.5555555555555556,0.078125,3.5
7956,"frozenset({'Instagram', 'Compras', 'Android', 'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre'})",frozenset({'Backup'}),0.21875,0.84375,0.21875,1.0,1.1851851851851851,0.0341796875,inf
7957,"frozenset({'Instagram', 'Compras', 'Backup', 'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre'})",frozenset({'Android'}),0.21875,0.875,0.21875,1.0,1.1428571428571428,0.02734375,inf
7958,"frozenset({'Instagram', 'Android', 'Backup', 'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre'})",frozenset({'Compras'}),0.21875,0.9375,0.21875,1.0,1.0666666666666667,0.013671875,inf
7959,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Instagram', 'Android', 'Compras'})","frozenset({'Mercado Livre', 'Backup'})",0.21875,0.65625,0.21875,1.0,1.5238095238095237,0.0751953125,inf
7960,"frozenset({'Mercado Livre', 'Instagram', 'Android', 'Compras'})","frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Backup'})",0.25,0.5,0.21875,0.875,1.75,0.09375,4.0
7961,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Backup', 'Instagram', 'Compras'})","frozenset({'Mercado Livre', 'Android'})",0.21875,0.75,0.21875,1.0,1.3333333333333333,0.0546875,inf
7962,"frozenset({'Mercado Livre', 'Backup', 'Instagram', 'Compras'})","frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Android'})",0.25,0.5,0.21875,0.875,1.75,0.09375,4.0
7963,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre', 'Instagram', 'Compras'})","frozenset({'Android', 'Backup'})",0.21875,0.71875,0.21875,1.0,1.391304347826087,0.0615234375,inf
7964,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Instagram', 'Android', 'Backup'})","frozenset({'Mercado Livre', 'Compras'})",0.21875,0.78125,0.21875,1.0,1.28,0.0478515625,inf
7965,"frozenset({'Mercado Livre', 'Instagram', 'Android', 'Backup'})","frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Compras'})",0.25,0.5,0.21875,0.875,1.75,0.09375,4.0
7966,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre', 'Instagram', 'Android'})","frozenset({'Backup', 'Compras'})",0.21875,0.78125,0.21875,1.0,1.28,0.0478515625,inf
7967,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre', 'Instagram', 'Backup'})","frozenset({'Android', 'Compras'})",0.21875,0.84375,0.21875,1.0,1.1851851851851851,0.0341796875,inf
7968,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Instagram', 'Compras'})","frozenset({'Mercado Livre', 'Android', 'Backup'})",0.21875,0.59375,0.21875,1.0,1.6842105263157894,0.0888671875,inf
7969,"frozenset({'Mercado Livre', 'Instagram', 'Compras'})","frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Android', 'Backup'})",0.25,0.4375,0.21875,0.875,2.0,0.109375,4.5
7970,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Instagram', 'Android'})","frozenset({'Mercado Livre', 'Backup', 'Compras'})",0.21875,0.625,0.21875,1.0,1.6,0.08203125,inf
7971,"frozenset({'Mercado Livre', 'Instagram', 'Android'})","frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Backup', 'Compras'})",0.25,0.4375,0.21875,0.875,2.0,0.109375,4.5
7972,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Instagram', 'Backup'})","frozenset({'Mercado Livre', 'Android', 'Compras'})",0.21875,0.75,0.21875,1.0,1.3333333333333333,0.0546875,inf
7973,"frozenset({'Mercado Livre', 'Instagram', 'Backup'})","frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Android', 'Compras'})",0.25,0.46875,0.21875,0.875,1.8666666666666667,0.1015625,4.25
7974,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre', 'Instagram'})","frozenset({'Backup', 'Android', 'Compras'})",0.21875,0.6875,0.21875,1.0,1.4545454545454546,0.068359375,inf
7975,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Instagram'})","frozenset({'Mercado Livre', 'Backup', 'Android', 'Compras'})",0.21875,0.59375,0.21875,1.0,1.6842105263157894,0.0888671875,inf
7976,"frozenset({'Mercado Livre', 'Instagram'})","frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Backup', 'Android', 'Compras'})",0.25,0.40625,0.21875,0.875,2.1538461538461537,0.1171875,4.75
7977,"frozenset({'Instagram', 'Youtube', 'Android', 'Backup', 'Eletroeletrônicos / Eletrodomésticos'})",frozenset({'Mercado Livre'}),0.21875,0.8125,0.21875,1.0,1.2307692307692308,0.041015625,inf
7978,"frozenset({'Instagram', 'Youtube', 'Android', 'Backup', 'Mercado Livre'})",frozenset({'Eletroeletrônicos / Eletrodomésticos'}),0.25,0.5625,0.21875,0.875,1.5555555555555556,0.078125,3.5
7979,"frozenset({'Instagram', 'Youtube', 'Android', 'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre'})",frozenset({'Backup'}),0.21875,0.84375,0.21875,1.0,1.1851851851851851,0.0341796875,inf
7980,"frozenset({'Instagram', 'Youtube', 'Backup', 'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre'})",frozenset({'Android'}),0.21875,0.875,0.21875,1.0,1.1428571428571428,0.02734375,inf
7981,"frozenset({'Instagram', 'Android', 'Backup', 'Eletroeletrônicos / Eletrodomésticos', 'Mercado Livre'})",frozenset({'Youtube'}),0.21875,0.90625,0.21875,1.0,1.103448275862069,0.0205078125,inf
7982,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Instagram', 'Youtube', 'Android'})","frozenset({'Mercado Livre', 'Backup'})",0.21875,0.65625,0.21875,1.0,1.5238095238095237,0.0751953125,inf
7983,"frozenset({'Mercado Livre', 'Instagram', 'Youtube', 'Android'})","frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Backup'})",0.25,0.5,0.21875,0.875,1.75,0.09375,4.0
7984,"frozenset({'Eletroeletrônicos / Eletrodomésticos', 'Instagram', 'Youtube', 'Backup'})","frozenset({'Mercado Livre', 'Android'})",0.21875,0.75,0.21875,1.0,1.3333333333333333,0.0546875,inf
