,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
4041,"frozenset({'Mercado Livre', 'Google Play', 'Android', 'Compras'})",frozenset({'Youtube'}),0.46875,0.90625,0.4375,0.9333333333333333,1.0298850574712644,0.0126953125,1.4062500000000002
4042,"frozenset({'Mercado Livre', 'Google Play', 'Youtube', 'Android'})",frozenset({'Compras'}),0.4375,0.9375,0.4375,1.0,1.0666666666666667,0.02734375,inf
4043,"frozenset({'Google Play', 'Youtube', 'Compras'})","frozenset({'Mercado Livre', 'Android'})",0.5,0.75,0.4375,0.875,1.1666666666666667,0.0625,2.0
4044,"frozenset({'Google Play', 'Android', 'Compras'})","frozenset({'Mercado Livre', 'Youtube'})",0.5,0.71875,0.4375,0.875,1.2173913043478262,0.078125,2.25
4045,"frozenset({'Mercado Livre', 'Google Play', 'Compras'})","frozenset({'Youtube', 'Android'})",0.5,0.8125,0.4375,0.875,1.0769230769230769,0.03125,1.5
4046,"frozenset({'Google Play', 'Youtube', 'Android'})","frozenset({'Mercado Livre', 'Compras'})",0.5,0.78125,0.4375,0.875,1.12,0.046875,1.75
4047,"frozenset({'Mercado Livre', 'Google Play', 'Youtube'})","frozenset({'Android', 'Compras'})",0.4375,0.84375,0.4375,1.0,1.1851851851851851,0.068359375,inf
4048,"frozenset({'Mercado Livre', 'Google Play', 'Android'})","frozenset({'Youtube', 'Compras'})",0.46875,0.84375,0.4375,0.9333333333333333,1.106172839506173,0.0419921875,2.3437500000000004
4049,"frozenset({'Google Play', 'Youtube'})","frozenset({'Mercado Livre', 'Android', 'Compras'})",0.53125,0.75,0.4375,0.8235294117647058,1.0980392156862744,0.0390625,1.4166666666666663
4050,"frozenset({'Google Play', 'Android'})","frozenset({'Mercado Livre', 'Youtube', 'Compras'})",0.53125,0.6875,0.4375,0.8235294117647058,1.1978609625668448,0.072265625,1.770833333333333
4051,"frozenset({'Mercado Livre', 'Google Play'})","frozenset({'Youtube', 'Android', 'Compras'})",0.5,0.78125,0.4375,0.875,1.12,0.046875,1.75
4052,"frozenset({'Não uso nenhum desses/Não viajo', 'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Android'})",frozenset({'Mercado Livre'}),0.3125,0.8125,0.25,0.8,0.9846153846153847,-0.00390625,0.9375000000000002
4053,"frozenset({'Não uso nenhum desses/Não viajo', 'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Mercado Livre'})",frozenset({'Android'}),0.25,0.875,0.25,1.0,1.1428571428571428,0.03125,inf
4054,"frozenset({'Não uso nenhum desses/Não viajo', 'Mercado Livre', 'Google Play', 'Android'})",frozenset({'Não utilizo nenhum desses apps de delivery'}),0.25,0.65625,0.25,1.0,1.5238095238095237,0.0859375,inf
4055,"frozenset({'Não uso nenhum desses/Não viajo', 'Não utilizo nenhum desses apps de delivery', 'Google Play'})","frozenset({'Mercado Livre', 'Android'})",0.3125,0.75,0.25,0.8,1.0666666666666667,0.015625,1.2500000000000002
4056,"frozenset({'Não uso nenhum desses/Não viajo', 'Google Play', 'Android'})","frozenset({'Não utilizo nenhum desses apps de delivery', 'Mercado Livre'})",0.3125,0.5,0.25,0.8,1.6,0.09375,2.5000000000000004
4057,"frozenset({'Não uso nenhum desses/Não viajo', 'Mercado Livre', 'Google Play'})","frozenset({'Não utilizo nenhum desses apps de delivery', 'Android'})",0.28125,0.59375,0.25,0.8888888888888888,1.4970760233918128,0.0830078125,3.6562499999999982
4058,"frozenset({'Não uso nenhum desses/Não viajo', 'Mercado Livre', 'Google Play', 'Youtube'})",frozenset({'Android'}),0.21875,0.875,0.21875,1.0,1.1428571428571428,0.02734375,inf
4059,"frozenset({'Não uso nenhum desses/Não viajo', 'Mercado Livre', 'Google Play', 'Android'})",frozenset({'Youtube'}),0.25,0.90625,0.21875,0.875,0.9655172413793104,-0.0078125,0.75
4060,"frozenset({'Não utilizo meu Smartphone para comprar ingressos/inscrever em eventos', 'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Mercado Livre'})",frozenset({'Android'}),0.21875,0.875,0.21875,1.0,1.1428571428571428,0.02734375,inf
4061,"frozenset({'Mercado Livre', 'Google Play', 'Android', 'Não utilizo meu Smartphone para comprar ingressos/inscrever em eventos'})",frozenset({'Não utilizo nenhum desses apps de delivery'}),0.21875,0.65625,0.21875,1.0,1.5238095238095237,0.0751953125,inf
4062,"frozenset({'Mercado Livre', 'Google Play', 'Não utilizo meu Smartphone para comprar ingressos/inscrever em eventos'})","frozenset({'Não utilizo nenhum desses apps de delivery', 'Android'})",0.25,0.59375,0.21875,0.875,1.4736842105263157,0.0703125,3.25
4063,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Google Play', 'WhastApp Messenger', 'Mercado Livre'})",frozenset({'Android'}),0.21875,0.875,0.21875,1.0,1.1428571428571428,0.02734375,inf
4064,"frozenset({'Não utilizo nenhum desses apps de delivery', 'WhastApp Messenger', 'Android', 'Mercado Livre'})",frozenset({'Google Play'}),0.25,0.59375,0.21875,0.875,1.4736842105263157,0.0703125,3.25
4065,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Youtube', 'Android'})",frozenset({'Mercado Livre'}),0.375,0.8125,0.3125,0.8333333333333334,1.0256410256410258,0.0078125,1.1250000000000002
4066,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Youtube', 'Mercado Livre'})",frozenset({'Android'}),0.3125,0.875,0.3125,1.0,1.1428571428571428,0.0390625,inf
4067,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Android', 'Mercado Livre'})",frozenset({'Youtube'}),0.34375,0.90625,0.3125,0.9090909090909091,1.0031347962382444,0.0009765625,1.0312499999999996
4068,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Youtube'})","frozenset({'Mercado Livre', 'Android'})",0.375,0.75,0.3125,0.8333333333333334,1.1111111111111112,0.03125,1.5000000000000004
4069,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Mercado Livre'})","frozenset({'Youtube', 'Android'})",0.34375,0.8125,0.3125,0.9090909090909091,1.1188811188811187,0.033203125,2.062499999999999
4070,"frozenset({'Google Play', 'Youtube', 'Android', 'Uber'})",frozenset({'Mercado Livre'}),0.25,0.8125,0.25,1.0,1.2307692307692308,0.046875,inf
4071,"frozenset({'Mercado Livre', 'Google Play', 'Youtube', 'Uber'})",frozenset({'Android'}),0.25,0.875,0.25,1.0,1.1428571428571428,0.03125,inf
4072,"frozenset({'Mercado Livre', 'Google Play', 'Android', 'Uber'})",frozenset({'Youtube'}),0.25,0.90625,0.25,1.0,1.103448275862069,0.0234375,inf
4073,"frozenset({'Google Play', 'Youtube', 'Uber'})","frozenset({'Mercado Livre', 'Android'})",0.28125,0.75,0.25,0.8888888888888888,1.1851851851851851,0.0390625,2.249999999999999
4074,"frozenset({'Google Play', 'Android', 'Uber'})","frozenset({'Mercado Livre', 'Youtube'})",0.25,0.71875,0.25,1.0,1.391304347826087,0.0703125,inf
4075,"frozenset({'Mercado Livre', 'Google Play', 'Uber'})","frozenset({'Youtube', 'Android'})",0.28125,0.8125,0.25,0.8888888888888888,1.094017094017094,0.021484375,1.6874999999999993
4076,"frozenset({'Google Play', 'Uber'})","frozenset({'Mercado Livre', 'Youtube', 'Android'})",0.3125,0.6875,0.25,0.8,1.1636363636363638,0.03515625,1.5625000000000004
4077,"frozenset({'Google Play', 'Android', 'Youtube', 'WhastApp Messenger'})",frozenset({'Mercado Livre'}),0.3125,0.8125,0.25,0.8,0.9846153846153847,-0.00390625,0.9375000000000002
4078,"frozenset({'Mercado Livre', 'Google Play', 'Youtube', 'WhastApp Messenger'})",frozenset({'Android'}),0.25,0.875,0.25,1.0,1.1428571428571428,0.03125,inf
4079,"frozenset({'Mercado Livre', 'Google Play', 'Android', 'WhastApp Messenger'})",frozenset({'Youtube'}),0.28125,0.90625,0.25,0.8888888888888888,0.9808429118773946,-0.0048828125,0.8437499999999997
4080,"frozenset({'Google Play', 'Youtube', 'WhastApp Messenger'})","frozenset({'Mercado Livre', 'Android'})",0.3125,0.75,0.25,0.8,1.0666666666666667,0.015625,1.2500000000000002
4081,"frozenset({'Mercado Livre', 'Google Play', 'WhastApp Messenger'})","frozenset({'Youtube', 'Android'})",0.3125,0.8125,0.25,0.8,0.9846153846153847,-0.00390625,0.9375000000000002
4082,"frozenset({'Google Play', 'Netflix', 'Android', 'Backup'})",frozenset({'Banco'}),0.34375,0.875,0.28125,0.8181818181818182,0.9350649350649352,-0.01953125,0.6875000000000002
4083,"frozenset({'Banco', 'Google Play', 'Netflix', 'Android'})",frozenset({'Backup'}),0.28125,0.84375,0.28125,1.0,1.1851851851851851,0.0439453125,inf
4084,"frozenset({'Banco', 'Google Play', 'Netflix', 'Backup'})",frozenset({'Android'}),0.34375,0.875,0.28125,0.8181818181818182,0.9350649350649352,-0.01953125,0.6875000000000002
4085,"frozenset({'Google Play', 'Netflix', 'Android'})","frozenset({'Banco', 'Backup'})",0.34375,0.75,0.28125,0.8181818181818182,1.090909090909091,0.0234375,1.3750000000000004
4086,"frozenset({'Banco', 'Google Play', 'Netflix'})","frozenset({'Android', 'Backup'})",0.34375,0.71875,0.28125,0.8181818181818182,1.1383399209486167,0.0341796875,1.5468750000000004
4087,"frozenset({'Google Play', 'Netflix', 'Android', 'Compras'})",frozenset({'Backup'}),0.3125,0.84375,0.3125,1.0,1.1851851851851851,0.048828125,inf
4088,"frozenset({'Google Play', 'Netflix', 'Backup', 'Compras'})",frozenset({'Android'}),0.375,0.875,0.3125,0.8333333333333334,0.9523809523809524,-0.015625,0.7500000000000002
4089,"frozenset({'Google Play', 'Netflix', 'Android', 'Backup'})",frozenset({'Compras'}),0.34375,0.9375,0.3125,0.9090909090909091,0.9696969696969696,-0.009765625,0.6874999999999998
4090,"frozenset({'Google Play', 'Netflix', 'Compras'})","frozenset({'Android', 'Backup'})",0.375,0.71875,0.3125,0.8333333333333334,1.1594202898550725,0.04296875,1.6875000000000004
4091,"frozenset({'Google Play', 'Netflix', 'Android'})","frozenset({'Backup', 'Compras'})",0.34375,0.78125,0.3125,0.9090909090909091,1.1636363636363636,0.0439453125,2.406249999999999
4092,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Netflix', 'Android'})",frozenset({'Backup'}),0.21875,0.84375,0.21875,1.0,1.1851851851851851,0.0341796875,inf
4093,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Netflix', 'Backup'})",frozenset({'Android'}),0.21875,0.875,0.21875,1.0,1.1428571428571428,0.02734375,inf
4094,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Netflix'})","frozenset({'Android', 'Backup'})",0.21875,0.71875,0.21875,1.0,1.391304347826087,0.0615234375,inf
4095,"frozenset({'Google Play', 'Netflix', 'Android', 'WhastApp Messenger'})",frozenset({'Backup'}),0.25,0.84375,0.25,1.0,1.1851851851851851,0.0390625,inf
4096,"frozenset({'Google Play', 'Netflix', 'WhastApp Messenger', 'Backup'})",frozenset({'Android'}),0.28125,0.875,0.25,0.8888888888888888,1.0158730158730158,0.00390625,1.1249999999999996
4097,"frozenset({'Google Play', 'Android', 'WhastApp Messenger', 'Backup'})",frozenset({'Netflix'}),0.28125,0.71875,0.25,0.8888888888888888,1.2367149758454106,0.0478515625,2.5312499999999987
4098,"frozenset({'Google Play', 'Netflix', 'WhastApp Messenger'})","frozenset({'Android', 'Backup'})",0.28125,0.71875,0.25,0.8888888888888888,1.2367149758454106,0.0478515625,2.5312499999999987
4099,"frozenset({'Google Play', 'WhastApp Messenger', 'Backup'})","frozenset({'Netflix', 'Android'})",0.3125,0.59375,0.25,0.8,1.3473684210526315,0.064453125,2.0312500000000004
4100,"frozenset({'Google Play', 'Netflix', 'Youtube', 'Android'})",frozenset({'Backup'}),0.34375,0.84375,0.34375,1.0,1.1851851851851851,0.0537109375,inf
4101,"frozenset({'Google Play', 'Netflix', 'Youtube', 'Backup'})",frozenset({'Android'}),0.375,0.875,0.34375,0.9166666666666666,1.0476190476190477,0.015625,1.4999999999999993
4102,"frozenset({'Google Play', 'Netflix', 'Android', 'Backup'})",frozenset({'Youtube'}),0.34375,0.90625,0.34375,1.0,1.103448275862069,0.0322265625,inf
4103,"frozenset({'Google Play', 'Netflix', 'Youtube'})","frozenset({'Android', 'Backup'})",0.375,0.71875,0.34375,0.9166666666666666,1.2753623188405796,0.07421875,3.3749999999999987
4104,"frozenset({'Google Play', 'Netflix', 'Android'})","frozenset({'Youtube', 'Backup'})",0.34375,0.78125,0.34375,1.0,1.28,0.0751953125,inf
4105,"frozenset({'Google Play', 'Netflix', 'Backup'})","frozenset({'Youtube', 'Android'})",0.40625,0.8125,0.34375,0.8461538461538461,1.0414201183431953,0.013671875,1.21875
4106,"frozenset({'Google Play', 'Netflix'})","frozenset({'Youtube', 'Android', 'Backup'})",0.40625,0.6875,0.34375,0.8461538461538461,1.2307692307692308,0.064453125,2.03125
4107,"frozenset({'Google Play', 'Netflix', 'Android', 'Compras'})",frozenset({'Banco'}),0.3125,0.875,0.25,0.8,0.9142857142857144,-0.0234375,0.6250000000000001
4108,"frozenset({'Banco', 'Google Play', 'Netflix', 'Compras'})",frozenset({'Android'}),0.3125,0.875,0.25,0.8,0.9142857142857144,-0.0234375,0.6250000000000001
4109,"frozenset({'Banco', 'Google Play', 'Netflix', 'Android'})",frozenset({'Compras'}),0.28125,0.9375,0.25,0.8888888888888888,0.9481481481481481,-0.013671875,0.5624999999999998
4110,"frozenset({'Google Play', 'Netflix', 'Android', 'WhastApp Messenger'})",frozenset({'Banco'}),0.25,0.875,0.21875,0.875,1.0,0.0,1.0
4111,"frozenset({'Banco', 'Google Play', 'Netflix', 'WhastApp Messenger'})",frozenset({'Android'}),0.25,0.875,0.21875,0.875,1.0,0.0,1.0
4112,"frozenset({'Google Play', 'Netflix', 'Youtube', 'Android'})",frozenset({'Banco'}),0.34375,0.875,0.28125,0.8181818181818182,0.9350649350649352,-0.01953125,0.6875000000000002
4113,"frozenset({'Banco', 'Google Play', 'Netflix', 'Youtube'})",frozenset({'Android'}),0.3125,0.875,0.28125,0.9,1.0285714285714287,0.0078125,1.2500000000000002
4114,"frozenset({'Banco', 'Google Play', 'Netflix', 'Android'})",frozenset({'Youtube'}),0.28125,0.90625,0.28125,1.0,1.103448275862069,0.0263671875,inf
4115,"frozenset({'Google Play', 'Netflix', 'Android'})","frozenset({'Banco', 'Youtube'})",0.34375,0.78125,0.28125,0.8181818181818182,1.0472727272727274,0.0126953125,1.2031250000000004
4116,"frozenset({'Banco', 'Google Play', 'Netflix'})","frozenset({'Youtube', 'Android'})",0.34375,0.8125,0.28125,0.8181818181818182,1.006993006993007,0.001953125,1.0312500000000002
4117,"frozenset({'Google Play', 'Netflix', 'WhastApp Messenger', 'Compras'})",frozenset({'Android'}),0.25,0.875,0.21875,0.875,1.0,0.0,1.0
4118,"frozenset({'Google Play', 'Netflix', 'Android', 'WhastApp Messenger'})",frozenset({'Compras'}),0.25,0.9375,0.21875,0.875,0.9333333333333333,-0.015625,0.5
4119,"frozenset({'Google Play', 'Netflix', 'Youtube', 'Compras'})",frozenset({'Android'}),0.34375,0.875,0.3125,0.9090909090909091,1.0389610389610389,0.01171875,1.3749999999999996
4120,"frozenset({'Google Play', 'Netflix', 'Android', 'Compras'})",frozenset({'Youtube'}),0.3125,0.90625,0.3125,1.0,1.103448275862069,0.029296875,inf
4121,"frozenset({'Google Play', 'Netflix', 'Youtube', 'Android'})",frozenset({'Compras'}),0.34375,0.9375,0.3125,0.9090909090909091,0.9696969696969696,-0.009765625,0.6874999999999998
4122,"frozenset({'Google Play', 'Netflix', 'Compras'})","frozenset({'Youtube', 'Android'})",0.375,0.8125,0.3125,0.8333333333333334,1.0256410256410258,0.0078125,1.1250000000000002
4123,"frozenset({'Google Play', 'Netflix', 'Youtube'})","frozenset({'Android', 'Compras'})",0.375,0.84375,0.3125,0.8333333333333334,0.9876543209876544,-0.00390625,0.9375000000000002
4124,"frozenset({'Google Play', 'Netflix', 'Android'})","frozenset({'Youtube', 'Compras'})",0.34375,0.84375,0.3125,0.9090909090909091,1.0774410774410774,0.0224609375,1.7187499999999993
4125,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Netflix', 'Youtube'})",frozenset({'Android'}),0.21875,0.875,0.21875,1.0,1.1428571428571428,0.02734375,inf
4126,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Netflix', 'Android'})",frozenset({'Youtube'}),0.21875,0.90625,0.21875,1.0,1.103448275862069,0.0205078125,inf
4127,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Netflix'})","frozenset({'Youtube', 'Android'})",0.21875,0.8125,0.21875,1.0,1.2307692307692308,0.041015625,inf
4128,"frozenset({'Google Play', 'Netflix', 'Youtube', 'WhastApp Messenger'})",frozenset({'Android'}),0.25,0.875,0.25,1.0,1.1428571428571428,0.03125,inf
4129,"frozenset({'Google Play', 'Netflix', 'Android', 'WhastApp Messenger'})",frozenset({'Youtube'}),0.25,0.90625,0.25,1.0,1.103448275862069,0.0234375,inf
4130,"frozenset({'Google Play', 'Android', 'Youtube', 'WhastApp Messenger'})",frozenset({'Netflix'}),0.3125,0.71875,0.25,0.8,1.1130434782608696,0.025390625,1.4062500000000002
4131,"frozenset({'Google Play', 'Netflix', 'WhastApp Messenger'})","frozenset({'Youtube', 'Android'})",0.28125,0.8125,0.25,0.8888888888888888,1.094017094017094,0.021484375,1.6874999999999993
4132,"frozenset({'Google Play', 'Youtube', 'WhastApp Messenger'})","frozenset({'Netflix', 'Android'})",0.3125,0.59375,0.25,0.8,1.3473684210526315,0.064453125,2.0312500000000004
4133,"frozenset({'Compras', 'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Antivírus'})",frozenset({'Android'}),0.21875,0.875,0.21875,1.0,1.1428571428571428,0.02734375,inf
4134,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Android', 'Antivírus'})",frozenset({'Compras'}),0.21875,0.9375,0.21875,1.0,1.0666666666666667,0.013671875,inf
4135,"frozenset({'Compras', 'Google Play', 'Android', 'Antivírus'})",frozenset({'Não utilizo nenhum desses apps de delivery'}),0.21875,0.65625,0.21875,1.0,1.5238095238095237,0.0751953125,inf
4136,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Antivírus'})","frozenset({'Android', 'Compras'})",0.21875,0.84375,0.21875,1.0,1.1851851851851851,0.0341796875,inf
4137,"frozenset({'Compras', 'Google Play', 'Antivírus'})","frozenset({'Não utilizo nenhum desses apps de delivery', 'Android'})",0.25,0.59375,0.21875,0.875,1.4736842105263157,0.0703125,3.25
4138,"frozenset({'Google Play', 'Android', 'Antivírus'})","frozenset({'Não utilizo nenhum desses apps de delivery', 'Compras'})",0.21875,0.59375,0.21875,1.0,1.6842105263157894,0.0888671875,inf
4139,"frozenset({'Google Play', 'Antivírus'})","frozenset({'Não utilizo nenhum desses apps de delivery', 'Android', 'Compras'})",0.25,0.5625,0.21875,0.875,1.5555555555555556,0.078125,3.5
4140,"frozenset({'Compras', 'Google Play', 'WhastApp Messenger', 'Antivírus'})",frozenset({'Android'}),0.25,0.875,0.21875,0.875,1.0,0.0,1.0
4141,"frozenset({'Compras', 'Google Play', 'Android', 'Antivírus'})",frozenset({'WhastApp Messenger'}),0.21875,0.625,0.21875,1.0,1.6,0.08203125,inf
4142,"frozenset({'Google Play', 'Android', 'WhastApp Messenger', 'Antivírus'})",frozenset({'Compras'}),0.21875,0.9375,0.21875,1.0,1.0666666666666667,0.013671875,inf
4143,"frozenset({'Antivírus', 'Android', 'WhastApp Messenger', 'Compras'})",frozenset({'Google Play'}),0.25,0.59375,0.21875,0.875,1.4736842105263157,0.0703125,3.25
4144,"frozenset({'Compras', 'Google Play', 'Antivírus'})","frozenset({'WhastApp Messenger', 'Android'})",0.25,0.53125,0.21875,0.875,1.6470588235294117,0.0859375,3.75
4145,"frozenset({'Google Play', 'WhastApp Messenger', 'Antivírus'})","frozenset({'Android', 'Compras'})",0.25,0.84375,0.21875,0.875,1.037037037037037,0.0078125,1.25
4146,"frozenset({'Google Play', 'Android', 'Antivírus'})","frozenset({'WhastApp Messenger', 'Compras'})",0.21875,0.5625,0.21875,1.0,1.7777777777777777,0.095703125,inf
4147,"frozenset({'Antivírus', 'Android', 'WhastApp Messenger'})","frozenset({'Google Play', 'Compras'})",0.25,0.5625,0.21875,0.875,1.5555555555555556,0.078125,3.5
4148,"frozenset({'Google Play', 'Antivírus'})","frozenset({'WhastApp Messenger', 'Android', 'Compras'})",0.25,0.5,0.21875,0.875,1.75,0.09375,4.0
4149,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Google Play', 'WhastApp Messenger', 'Antivírus'})",frozenset({'Android'}),0.21875,0.875,0.21875,1.0,1.1428571428571428,0.02734375,inf
4150,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Android', 'Antivírus'})",frozenset({'WhastApp Messenger'}),0.21875,0.625,0.21875,1.0,1.6,0.08203125,inf
4151,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Antivírus', 'Android', 'WhastApp Messenger'})",frozenset({'Google Play'}),0.25,0.59375,0.21875,0.875,1.4736842105263157,0.0703125,3.25
4152,"frozenset({'Google Play', 'Android', 'WhastApp Messenger', 'Antivírus'})",frozenset({'Não utilizo nenhum desses apps de delivery'}),0.21875,0.65625,0.21875,1.0,1.5238095238095237,0.0751953125,inf
4153,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Antivírus'})","frozenset({'WhastApp Messenger', 'Android'})",0.21875,0.53125,0.21875,1.0,1.8823529411764706,0.1025390625,inf
4154,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Antivírus', 'WhastApp Messenger'})","frozenset({'Google Play', 'Android'})",0.25,0.53125,0.21875,0.875,1.6470588235294117,0.0859375,3.75
4155,"frozenset({'Google Play', 'WhastApp Messenger', 'Antivírus'})","frozenset({'Não utilizo nenhum desses apps de delivery', 'Android'})",0.25,0.59375,0.21875,0.875,1.4736842105263157,0.0703125,3.25
4156,"frozenset({'Google Play', 'Android', 'Antivírus'})","frozenset({'Não utilizo nenhum desses apps de delivery', 'WhastApp Messenger'})",0.21875,0.40625,0.21875,1.0,2.4615384615384617,0.1298828125,inf
4157,"frozenset({'Antivírus', 'Android', 'WhastApp Messenger'})","frozenset({'Não utilizo nenhum desses apps de delivery', 'Google Play'})",0.25,0.40625,0.21875,0.875,2.1538461538461537,0.1171875,4.75
4158,"frozenset({'Google Play', 'Antivírus'})","frozenset({'Não utilizo nenhum desses apps de delivery', 'WhastApp Messenger', 'Android'})",0.25,0.34375,0.21875,0.875,2.5454545454545454,0.1328125,5.25
4159,"frozenset({'Google Play', 'Backup', 'Android', 'Compras'})",frozenset({'Banco'}),0.40625,0.875,0.34375,0.8461538461538461,0.967032967032967,-0.01171875,0.8125
4160,"frozenset({'Banco', 'Google Play', 'Android', 'Compras'})",frozenset({'Backup'}),0.40625,0.84375,0.34375,0.8461538461538461,1.002849002849003,0.0009765625,1.015625
4161,"frozenset({'Banco', 'Google Play', 'Backup', 'Compras'})",frozenset({'Android'}),0.40625,0.875,0.34375,0.8461538461538461,0.967032967032967,-0.01171875,0.8125
4162,"frozenset({'Banco', 'Google Play', 'Android', 'Backup'})",frozenset({'Compras'}),0.375,0.9375,0.34375,0.9166666666666666,0.9777777777777777,-0.0078125,0.7499999999999997
4163,"frozenset({'Não uso nenhum desses/Não viajo', 'Google Play', 'Android', 'Backup'})",frozenset({'Banco'}),0.25,0.875,0.21875,0.875,1.0,0.0,1.0
4164,"frozenset({'Não uso nenhum desses/Não viajo', 'Banco', 'Google Play', 'Android'})",frozenset({'Backup'}),0.25,0.84375,0.21875,0.875,1.037037037037037,0.0078125,1.25
4165,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Android', 'Backup'})",frozenset({'Banco'}),0.3125,0.875,0.28125,0.9,1.0285714285714287,0.0078125,1.2500000000000002
4166,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Android', 'Banco'})",frozenset({'Backup'}),0.34375,0.84375,0.28125,0.8181818181818182,0.9696969696969697,-0.0087890625,0.8593750000000002
4167,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Banco', 'Backup'})",frozenset({'Android'}),0.28125,0.875,0.28125,1.0,1.1428571428571428,0.03515625,inf
4168,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Backup'})","frozenset({'Banco', 'Android'})",0.3125,0.75,0.28125,0.9,1.2,0.046875,2.5000000000000004
4169,"frozenset({'Não utilizo nenhum desses apps de delivery', 'Google Play', 'Banco'})","frozenset({'Android', 'Backup'})",0.34375,0.71875,0.28125,0.8181818181818182,1.1383399209486167,0.0341796875,1.5468750000000004
4170,"frozenset({'Google Play', 'Backup', 'Android', 'Uber'})",frozenset({'Banco'}),0.25,0.875,0.25,1.0,1.1428571428571428,0.03125,inf
4171,"frozenset({'Banco', 'Google Play', 'Android', 'Uber'})",frozenset({'Backup'}),0.25,0.84375,0.25,1.0,1.1851851851851851,0.0390625,inf
4172,"frozenset({'Banco', 'Google Play', 'Backup', 'Uber'})",frozenset({'Android'}),0.3125,0.875,0.25,0.8,0.9142857142857144,-0.0234375,0.6250000000000001
4173,"frozenset({'Google Play', 'Android', 'Uber'})","frozenset({'Banco', 'Backup'})",0.25,0.75,0.25,1.0,1.3333333333333333,0.0625,inf
4174,"frozenset({'Google Play', 'Backup', 'Uber'})","frozenset({'Banco', 'Android'})",0.3125,0.75,0.25,0.8,1.0666666666666667,0.015625,1.2500000000000002
4175,"frozenset({'Banco', 'Google Play', 'Uber'})","frozenset({'Android', 'Backup'})",0.3125,0.71875,0.25,0.8,1.1130434782608696,0.025390625,1.4062500000000002
4176,"frozenset({'Google Play', 'Uber'})","frozenset({'Banco', 'Android', 'Backup'})",0.3125,0.625,0.25,0.8,1.28,0.0546875,1.8750000000000004
4177,"frozenset({'Google Play', 'Android', 'WhastApp Messenger', 'Backup'})",frozenset({'Banco'}),0.28125,0.875,0.25,0.8888888888888888,1.0158730158730158,0.00390625,1.1249999999999996
4178,"frozenset({'Banco', 'Google Play', 'Android', 'WhastApp Messenger'})",frozenset({'Backup'}),0.28125,0.84375,0.25,0.8888888888888888,1.0534979423868311,0.0126953125,1.4062499999999993
4179,"frozenset({'Banco', 'Google Play', 'WhastApp Messenger', 'Backup'})",frozenset({'Android'}),0.28125,0.875,0.25,0.8888888888888888,1.0158730158730158,0.00390625,1.1249999999999996
4180,"frozenset({'Google Play', 'WhastApp Messenger', 'Backup'})","frozenset({'Banco', 'Android'})",0.3125,0.75,0.25,0.8,1.0666666666666667,0.015625,1.2500000000000002
4181,"frozenset({'Banco', 'Google Play', 'WhastApp Messenger'})","frozenset({'Android', 'Backup'})",0.3125,0.71875,0.25,0.8,1.1130434782608696,0.025390625,1.4062500000000002
4182,"frozenset({'Google Play', 'Youtube', 'Android', 'Backup'})",frozenset({'Banco'}),0.4375,0.875,0.375,0.8571428571428571,0.9795918367346939,-0.0078125,0.8749999999999997
4183,"frozenset({'Banco', 'Google Play', 'Youtube', 'Android'})",frozenset({'Backup'}),0.40625,0.84375,0.375,0.9230769230769231,1.0940170940170941,0.0322265625,2.0312500000000013
4184,"frozenset({'Banco', 'Google Play', 'Youtube', 'Backup'})",frozenset({'Android'}),0.40625,0.875,0.375,0.9230769230769231,1.054945054945055,0.01953125,1.625000000000001
4185,"frozenset({'Banco', 'Google Play', 'Android', 'Backup'})",frozenset({'Youtube'}),0.375,0.90625,0.375,1.0,1.103448275862069,0.03515625,inf
